,index,review_1_text_sentiment,review_2_text_sentiment,review_1_sentiment,review_2_sentiment,review_1_sentiment_binary,review_2_sentiment_binary,review_2_sentiment_mean
41011,41011,Comfortable and Friendly,Small intimate bar,0.99068713,0.98709774,1.0,1.0,1.0
41012,41012,Nice terraza Madrileña,My visit to La Cocina de San Anton,0.76735204,0.9810313,1.0,1.0,1.0
41013,41013,genuine chinese food,Nice food,0.98762393,0.9443206,1.0,1.0,1.0
41014,41014,Local and lovely!,Authentic wine cellar,0.9662781,0.9569368,1.0,1.0,1.0
41015,41015,Family Lunch,Pizza and Jazz: super combo,0.6698364,0.9987901,1.0,1.0,1.0
41016,41016,"Very good food, very good price",Amazing Turkish food,0.99986136,0.9969009,1.0,1.0,1.0
41017,41017,Long pleasant evening,Great Sunday Lunch,0.9185711,0.9999964,1.0,1.0,1.0
41018,41018,Stop for a drink,One of The Best Hamburgers Ever,0.7168324,0.9999788,1.0,1.0,1.0
41019,41019,Good food for good price,Favourite sushi place,0.99567115,0.7747879,1.0,1.0,1.0
41020,41020,Great little no nonsense Cafe,One of the best cafe in South East London,0.9999274,0.9999896,1.0,1.0,1.0
41021,41021,great place for breakfast,"Best bread, anywhere!",0.9993808,0.9995266,1.0,1.0,1.0
41022,41022,"Lovely Food, Fair Price', ""Local lady's advice on the money.""",,0.99953794,,1.0,,1.0
41023,41023,Burger with a side of Hip Hop,my first choice,0.99159545,0.95208645,1.0,1.0,1.0
41024,41024,nice place to hamburger que pasa,Not to recommend!,0.9839744,0.040284067,1.0,0.0,1.0
41025,41025,Quick lunch !,Good pizza,0.9486062,0.9867426,1.0,1.0,1.0
41026,41026,"Very nice bar / lounge, with great staff",Breathtaking,0.99977326,0.9999319,1.0,1.0,1.0
41027,41027,,,,,,,
41028,41028,One of the best restaurants in Rome!,A chef is here,0.9999034,0.7550355,1.0,1.0,1.0
41029,41029,,,,,,,
41030,41030,Good sushi near train station,Unusual but rather nice,0.96220386,0.20460078,1.0,0.0,1.0
41031,41031,Family Sunday Roast,First London Pub,0.9992783,0.69865716,1.0,1.0,1.0
41032,41032,Good grill with the locals,Meaty dinner,0.98307467,0.9998672,1.0,1.0,1.0
41033,41033,wonderful intimate quaint,Personal Dining near the Siene and ND,0.99997103,0.80030453,1.0,1.0,1.0
41034,41034,"""It's okay"", 'Fake italian restaurant",,0.0084607005,,0.0,,0.0
41035,41035,,,,,,,
41036,41036,Lovely,Beautiful food,0.9884755,0.9992074,1.0,1.0,1.0
41037,41037,Good food but overpriced,Pan,0.056168944,0.87150484,0.0,1.0,0.0
41038,41038,Excellent,Disappointing,0.9968779,7.7957426e-05,1.0,0.0,0.0
41039,41039,"Nice atmosphear, food ok",tasty food and great Pisco,0.44914728,0.9999062,0.0,1.0,1.0
41040,41040,Great!,The Italian Connection,0.981614,0.04788333,1.0,0.0,1.0
41041,41041,Good option for a healthy breakfast or bru...,Quick breakfast stop,0.9918386,0.9966935,1.0,1.0,1.0
41042,41042,A quiet place in the midst of the heat and...,Scrumptious large breakfast buffet,0.99495125,0.9985243,1.0,1.0,1.0
41043,41043,Amazing smorgasbord!,Traditional Julbord delight,0.9990692,0.9991644,1.0,1.0,1.0
41044,41044,So good we went twice,"nice italian restaurant, good food",0.99903834,0.99855196,1.0,1.0,1.0
41045,41045,It feels like the café changed the style,Intimate & yummy,0.5843866,0.99928784,1.0,1.0,1.0
41046,41046,"""Just wait for the punchline, because it's..."", 'Feel good food",,0.73125285,,1.0,,1.0
41047,41047,,,,,,,
41048,41048,Favorite place in Madrid,,0.9999079,,1.0,,1.0
41049,41049,"Good, rich choice, very simple inexpensive...",Real indian in Milano,0.9985245,0.9066838,1.0,1.0,1.0
41050,41050,Definitely the Best Burger in Berlin (and...,Exquisite experience,0.99997747,0.9989516,1.0,1.0,1.0
41051,41051,Very good cafe bar in Schwabing,,0.99862736,,1.0,,1.0
41052,41052,Good but overpriced,Nice experience,0.097023636,0.9184264,0.0,1.0,1.0
41053,41053,,,,,,,
41054,41054,"Great service, Good food, Nice environment",,0.99876,,1.0,,1.0
41055,41055,Not as good as usual,Family Birthday Meal,0.09676352,0.5723544,0.0,1.0,0.0
41056,41056,,,,,,,
41057,41057,Never go here,Surprise food,0.005546987,0.9045161,0.0,1.0,0.0
41058,41058,Great dishes,An interesting museum cafe,0.9995216,0.9308581,1.0,1.0,1.0
41059,41059,Great for a drink,Stubn saved the day,0.99012005,0.98085886,1.0,1.0,1.0
41060,41060,A Taste of Italy in the heart of Berlin,,0.9846604,,1.0,,1.0
41061,41061,Group lunch,Stands out in the area,0.41592953,0.72072333,0.0,1.0,1.0
41062,41062,Food and staff was great,Great place for a drink at the terrace,0.9927881,0.99781585,1.0,1.0,1.0
41063,41063,The best pizza in Cracow,trzy papryczki,0.9998852,0.3836408,1.0,0.0,1.0
41064,41064,So so,Just what we needed!,0.16321859,0.85011184,0.0,1.0,1.0
41065,41065,Spacious and Clean - Food a Letdown,Avrage,0.51747006,0.3836408,1.0,0.0,0.0
41066,41066,A big mistake during our whole trip,Ok for lunch,0.053832352,0.050254375,0.0,0.0,0.0
41067,41067,,,,,,,
41068,41068,Great food in a great city,Very good!,0.99917626,0.99850625,1.0,1.0,1.0
41069,41069,"""Terrible service - DON'T GO THERE"", 'Quality sushi",,7.886335e-05,,0.0,,0.0
41070,41070,,,,,,,
41071,41071,,,,,,,
41072,41072,Nice sushi,Fast but great lunch,0.82813764,0.9980327,1.0,1.0,1.0
41073,41073,,,,,,,
41074,41074,Mussels!,All the mussels,0.83667797,0.93505013,1.0,1.0,1.0
41075,41075,Very good,Good food good service,0.99850625,0.9971378,1.0,1.0,1.0
41076,41076,Nice place for a quick drink or hotel brea...,nice hotel bar,0.95579636,0.9044237,1.0,1.0,1.0
41077,41077,Delicious😊,Hygiene,0.3836408,0.0041521788,0.0,0.0,0.0
41078,41078,Great place for a diner,Reliable as always,0.9988884,0.98959816,1.0,1.0,1.0
41079,41079,Lunchtime snack,Small but quirky,0.8201505,0.62830836,1.0,1.0,1.0
41080,41080,Great sandwiches,"Great sandwiches, pasta salad and really n...",0.9997024,0.99992025,1.0,1.0,1.0
41081,41081,,,,,,,
41082,41082,Great place off the beaten path,No way you’ll find this on your own,0.9999032,0.0039370954,1.0,0.0,1.0
41083,41083,Great Morning Coffee and Croissant,"too expensive... quality ok, but nothing s...",0.9971235,5.862762e-05,1.0,0.0,0.0
41084,41084,Mixed feelings,What a lovely experience.,0.004073024,0.99179626,0.0,1.0,0.0
41085,41085,,,,,,,
41086,41086,Quaint and cheerful,"Another 5! Three years, three visits, perf...",0.9909287,0.5937984,1.0,1.0,1.0
41087,41087,Good asian food,Nice quick Asian food,0.97451955,0.9976821,1.0,1.0,1.0
41088,41088,,,,,,,
41089,41089,,,,,,,
41090,41090,Forgettable Japanese Sushi,Sushi in paris,0.0021451116,0.6733345,0.0,1.0,0.0
41091,41091,An enjoyable quiet restaurant,Modern cooking in an old building,0.9920442,0.99803376,1.0,1.0,1.0
41092,41092,Not worth a go,fremragende pizza,0.00012886524,0.40846932,0.0,0.0,0.0
41093,41093,Fantastic place off the beaten path,Wonderful Italian restaurant,0.9999907,0.9993421,1.0,1.0,1.0
41094,41094,,,,,,,
41095,41095,Typical western-style Chinese restaurant,Good price/performance,0.5827325,0.9936192,1.0,1.0,1.0
41096,41096,first class,Great for a quick meal,0.98638284,0.99947715,1.0,1.0,1.0
41097,41097,,,,,,,
41098,41098,More than fair,Fair,0.7386642,0.90579027,1.0,1.0,1.0
41099,41099,Good food in a good hotel with somewhat st...,The best exterior experience,0.7745758,0.9974127,1.0,1.0,1.0
41100,41100,,,,,,,
41101,41101,Delicious food,A totally fine restaurant,0.9995494,0.9225478,1.0,1.0,1.0
41102,41102,Best Restaurant in Lisbon!,,0.99941695,,1.0,,1.0
41103,41103,,,,,,,
41104,41104,,,,,,,
41105,41105,A place to show off,Horrible rude service,0.8283144,2.6561167e-05,1.0,0.0,0.0
41106,41106,Just barely okay....,Variety!,1.0594987e-05,0.56349117,0.0,1.0,0.0
41107,41107,Nineteenth-century villa,,0.41951403,,0.0,,0.0
41108,41108,To remember...,Simple grill restaurant with perfect view...,0.8494656,0.99821377,1.0,1.0,1.0
41109,41109,"Very Good Fish, Cool Pub Ambiance",Cool bar,0.9941729,0.7746982,1.0,1.0,1.0
41110,41110,Decent pizza,Closest restaurant to hotel!!,0.91778314,0.2096816,1.0,0.0,1.0
41111,41111,A Bar named Sue,Very disappointing,0.31265894,6.14254e-05,0.0,0.0,0.0
41112,41112,"delicious, inventive takeout",Quick health good quality lunch,0.9999882,0.87267816,1.0,1.0,1.0
41113,41113,,,,,,,
41114,41114,Great for lunchtime sushi,Best Wok in Grunerløkka,0.9991944,0.9986048,1.0,1.0,1.0
41115,41115,,,,,,,
41116,41116,Fabulous cafe,Terrible place,0.97884214,0.000613153,1.0,0.0,0.0
41117,41117,Best Teppanyaki,Expensive and good,0.9998554,0.5406337,1.0,1.0,1.0
41118,41118,Great salads make it easy to choose health...,Healthy range of salads,0.9997314,0.9982674,1.0,1.0,1.0
41119,41119,Disappointed in each of the dishes,Excellent food and service,0.001583457,0.99989617,0.0,1.0,1.0
41120,41120,,,,,,,
41121,41121,Breathtaking,Wow!,0.9999319,0.56220484,1.0,1.0,1.0
41122,41122,,,,,,,
41123,41123,Tram delay? Eat a pizza!,Jummie ravioli!,0.9170541,0.3007652,1.0,0.0,1.0
41124,41124,Ristorante Gabriele,The simplicity of tastes,0.3836408,0.47281784,0.0,0.0,0.0
41125,41125,Very good food,Good value in handy location,0.99915045,0.93910646,1.0,1.0,1.0
41126,41126,Good drinks and tapas on Cava Baja,Small and splendid,0.9912969,0.31575662,1.0,0.0,1.0
41127,41127,Crowded but disappointing,Good place for ordinary Italian dinner,0.012368262,0.8275827,0.0,1.0,0.0
41128,41128,Typical French Brasserie,10 days of breakfasts,0.2936955,0.09209204,0.0,0.0,0.0
41129,41129,One of the best price/quality restaurant i...,"Delicious food, tight place, funny servers",0.9998287,0.999972,1.0,1.0,1.0
41130,41130,Excellent breakfast if you are hungry!,Love this place,0.9648104,0.9999442,1.0,1.0,1.0
41131,41131,A decent hotel restaurant,Good also for big groups,0.73675525,0.948547,1.0,1.0,1.0
41132,41132,Perfect lunch place,Worth a visit!!,0.99731594,0.9571283,1.0,1.0,1.0
41133,41133,Very nice place with friendly staff,Food good the rest...,0.99995124,0.8306621,1.0,1.0,1.0
41134,41134,It´s just appearence,,0.2527259,,0.0,,0.0
41135,41135,Definately a place to return to!,Breakfast,0.76292515,0.24446288,1.0,0.0,1.0
41136,41136,Just for fun,Worst place,0.96061563,0.00046420097,1.0,0.0,0.0
41137,41137,Nice plates & price,Super lunch deal!,0.6539163,0.9781385,1.0,1.0,1.0
41138,41138,,,,,,,
41139,41139,EXCELLENT Piadinas!,Such a nice little place,0.9968779,0.9091338,1.0,1.0,1.0
41140,41140,Decent burger with not so great sides,"an off day, but brilliant customer service...",0.9528902,0.97583044,1.0,1.0,1.0
41141,41141,Nice Asian all you can eat,Japanese food...?????,0.9885974,0.902606,1.0,1.0,1.0
41142,41142,Classic Ethiopian restaraunt,Typical Ethiopian food,0.99959314,0.7070438,1.0,1.0,1.0
41143,41143,Very good food,Value for money.... and great authentic G...,0.99915045,0.996369,1.0,1.0,1.0
41144,41144,Very authentic little Indian restaurant,A lil gem hidden in Steglitz,0.9951118,0.99999577,1.0,1.0,1.0
41145,41145,Best in Milan,Good spot for breakfast,0.99919486,0.99514246,1.0,1.0,1.0
41146,41146,,,,,,,
41147,41147,Family style dining,,0.9884693,,1.0,,1.0
41148,41148,Quick and easy self-service,self service nice place,0.9987937,0.96379936,1.0,1.0,1.0
41149,41149,Supposed to be Italian food,Good Food. Quick Service,0.013224512,0.9998122,0.0,1.0,1.0
41150,41150,Loved this place,,0.99926174,,1.0,,1.0
41151,41151,Quick and tasty,Tea.,0.9986913,0.32469618,1.0,0.0,1.0
41152,41152,Neighbourhood fish restaurant for families...,sempre buona,0.18264991,0.3836408,0.0,0.0,0.0
41153,41153,Wonderful Breakfast Buffet,Great breakfast,0.9987788,0.99748325,1.0,1.0,1.0
41154,41154,Fabulous apartment and location in Athens...,Nice little spot,0.9972056,0.9967351,1.0,1.0,1.0
41155,41155,,,,,,,
41156,41156,Nice for drinks and something to eat,,0.8989028,,1.0,,1.0
41157,41157,,,,,,,
41158,41158,,,,,,,
41159,41159,,,,,,,
41160,41160,More Information on the Restaurant,Superb!,0.14560148,0.99965584,0.0,1.0,1.0
41161,41161,Relaxed and warm teatime.,A gem in Deptford.,0.9961082,0.9999525,1.0,1.0,1.0
41162,41162,Sunday Lunch - Service was good food medio...,"Great food and service, shame about...",0.99832803,0.9953064,1.0,1.0,1.0
41163,41163,Perfect for tasting pizza,Very nice service and very nice food!,0.97474235,0.9935986,1.0,1.0,1.0
41164,41164,Good Bistro style Italian food,Breakfast venue,0.9803921,0.22495276,1.0,0.0,1.0
41165,41165,Great food when homesick!,,0.9966878,,1.0,,1.0
41166,41166,"Warm and cozy place', ""Couldn't have picked anywhere better to go...""",,0.99812067,,1.0,,1.0
41167,41167,Great Pizza!,,0.99938715,,1.0,,1.0
41168,41168,The best Cuban in Madrid,Great place off the beaten track,0.99995846,0.99893224,1.0,1.0,1.0
41169,41169,"Small place, nice atmosphere, good food.",,0.9741813,,1.0,,1.0
41170,41170,,,,,,,
41171,41171,,,,,,,
41172,41172,Great find,"Great attention, great food",0.99643457,0.9994222,1.0,1.0,1.0
41173,41173,,,,,,,
41174,41174,Having fun,A Local Watering Hole,0.9976649,0.96777385,1.0,1.0,1.0
41175,41175,,,,,,,
41176,41176,,,,,,,
41177,41177,Veterans,Pre Gig Meal,0.3836408,0.058787733,0.0,0.0,0.0
41178,41178,Good lunch !,"Amazing food, friendly staff",0.9363023,0.99993265,1.0,1.0,1.0
41179,41179,a generous treat,Best quality/price ratio for libanaise res...,0.9981133,0.97058094,1.0,1.0,1.0
41180,41180,Different Kind of Sauce,Freshly cooked and tasty,0.18350941,0.9930906,0.0,1.0,1.0
41181,41181,Lovely courtyard restaurant,Delicious food in an extraordinary setting,0.9831923,0.9990119,1.0,1.0,1.0
41182,41182,Good quality food,Poor quality food. Shoddy delivery,0.92706525,3.1314644e-07,1.0,0.0,0.0
41183,41183,Authentic Italian Paninis with A Smile,Great sandwiches and fantastic ingredients,0.9920703,0.9999895,1.0,1.0,1.0
41184,41184,"good, clean and friendly",Highly recommended,0.9955604,0.9999819,1.0,1.0,1.0
41185,41185,Typical Viennese food,Traditional Viennese kitchen in cozy updat...,0.392895,0.9991983,0.0,1.0,1.0
41186,41186,Great food and ambience,Great food,0.99658287,0.9993328,1.0,1.0,1.0
41187,41187,,,,,,,
41188,41188,Just great!,"Great food, great people, great value.",0.974627,0.99947774,1.0,1.0,1.0
41189,41189,A really good breakfast,excellent food and pizza,0.9960078,0.99982095,1.0,1.0,1.0
41190,41190,"Authentic Czech Cafeteria - Cheap, cheap...",,0.6782067,,1.0,,1.0
41191,41191,A classic brasserie,"Delicious food, good service and pleasant...",0.99816877,0.99999875,1.0,1.0,1.0
41192,41192,,,,,,,
41193,41193,Fantastic hotel bar,Breakfast buffet is top notch!,0.99985504,0.99956536,1.0,1.0,1.0
41194,41194,Nice food at good good rates,Very Tasty,0.97489226,0.99861825,1.0,1.0,1.0
41195,41195,Lovely setting with view of Graben,Basic stuff,0.999822,0.059849113,1.0,0.0,1.0
41196,41196,"""Views 'n' drinks"", 'The view is just wonderful",,0.9990999,,1.0,,1.0
41197,41197,Ice cream in heat cakes when cold,,0.9299892,,1.0,,1.0
41198,41198,Ordinary café,Mediocre,0.017702699,0.00016212463,0.0,0.0,0.0
41199,41199,,,,,,,
41200,41200,Best Bo Bun for long!,Modern Twist on Vietnamese Favorites,0.99837255,0.9999346,1.0,1.0,1.0
41201,41201,African vibes and atmophere,Nice menu choices,0.3373642,0.9709635,0.0,1.0,1.0
41202,41202,Solid brunch,"Close to Louvre, fair prices,Good food",0.9986776,0.92561316,1.0,1.0,1.0
41203,41203,WHAT A FIND!!!,,0.6857724,,1.0,,1.0
41204,41204,,,,,,,
41205,41205,Christening,Food,0.3836408,0.32364202,0.0,0.0,0.0
41206,41206,4 * My dear friends from now on to be sho...,Authentic Spain,0.9615085,0.94509804,1.0,1.0,1.0
41207,41207,"Decent, but not that friendly",Exelent,0.2322711,0.3836408,0.0,0.0,0.0
41208,41208,Very good,Very authentic,0.99850625,0.9547354,1.0,1.0,1.0
41209,41209,Nice café,Really nice jazzy place in the center,0.76735204,0.9968003,1.0,1.0,1.0
41210,41210,Enormous pasta portions,Pretty good Italian food,0.90342057,0.992836,1.0,1.0,1.0
41211,41211,,,,,,,
41212,41212,great restaurant,Tasty and fun,0.9968547,0.9964439,1.0,1.0,1.0
41213,41213,Best homemade soup ever,great lunch spot for healthy fastfood...,0.9996697,0.99999475,1.0,1.0,1.0
41214,41214,Great dishes at Dishi,,0.999049,,1.0,,1.0
41215,41215,Great food and service with a smile,,0.99999726,,1.0,,1.0
41216,41216,Excellent food in a tranquil and stylish a...,"Beautiful view, average service",0.9999689,0.7531905,1.0,1.0,1.0
41217,41217,Positive surpise,Awesome beer selection!,0.5548581,0.99929273,1.0,1.0,1.0
41218,41218,"Good food, friendly service, low prices",Perfect,0.98625326,0.98060715,1.0,1.0,1.0
41219,41219,"Local hangout with a fabulous location, gr...",Uniq Danish culture,0.99613464,0.99593216,1.0,1.0,1.0
41220,41220,Decent Indian,Fantastic Local Indian,0.48493242,0.99987614,0.0,1.0,1.0
41221,41221,,,,,,,
41222,41222,"Warning', ""It's not a restaurant at all!""",,0.0022122264,,0.0,,0.0
41223,41223,Enjoyable lunch,Nice place to eat,0.86123455,0.95546424,1.0,1.0,1.0
41224,41224,The art of the barista,Delicious cappuccino and pain au chocolat,0.6098483,0.9999846,1.0,1.0,1.0
41225,41225,A complete joke,Overpriced and terrible food,0.00010973417,1.1717151e-05,0.0,0.0,0.0
41226,41226,,,,,,,
41227,41227,"""It's so bad it's great"", 'The best bacon roll in town",,0.5720678,,1.0,,1.0
41228,41228,Great value for money,Awful,0.94404745,9.902006e-05,1.0,0.0,0.0
41229,41229,Very tasty!,Favourite indian takeaway,0.99861825,0.74670714,1.0,1.0,1.0
41230,41230,Authentic and cozy,Absolutely fantastic!,0.9965005,0.99999833,1.0,1.0,1.0
41231,41231,Farringdon find.,Great happy hour,0.5770194,0.99877924,1.0,1.0,1.0
41232,41232,My Favorite French Bakery in Munich,"Great service, food and croissants",0.9992018,0.9990275,1.0,1.0,1.0
41233,41233,,,,,,,
41234,41234,"Nice pub, good location.",Good place to meet,0.8353009,0.9902618,1.0,1.0,1.0
41235,41235,My 40th Birthday,Best Burgundy restaurant in Paris!,0.5317155,0.9998761,1.0,1.0,1.0
41236,41236,One of the best restaurants in Amsterdam,A cosy excellent restaurant,0.9999034,0.9999927,1.0,1.0,1.0
41237,41237,Guest Meal Out,"Good food, good service",0.40319568,0.9971378,0.0,1.0,1.0
41238,41238,"ok for beer, not for dinner",,0.010847837,,0.0,,0.0
41239,41239,Hidden Italian Treasure,Excellent Italian food in Vienna,0.996506,0.99907637,1.0,1.0,1.0
41240,41240,Nice place,"Good, home made Polish cuisine",0.92788565,0.98472285,1.0,1.0,1.0
41241,41241,,,,,,,
41242,41242,One of the best thai/viet in Berlin,tasty and fair priced,0.99994755,0.9993035,1.0,1.0,1.0
41243,41243,New Italian place in the 15th--good pasta,Good pizza,0.94801474,0.9867426,1.0,1.0,1.0
41244,41244,"Fabulous Food, attentive service","Excellent food, excellent service",0.9999399,0.99997044,1.0,1.0,1.0
41245,41245,,,,,,,
41246,41246,Well worth the wait!,Great food in Bratislava,0.99800134,0.9987015,1.0,1.0,1.0
41247,41247,yummy soup,Friendly staff and great food,0.98749566,0.9997989,1.0,1.0,1.0
41248,41248,Japan in Austria,Real Japanese food in Vienna,0.63020545,0.99475974,1.0,1.0,1.0
41249,41249,Take a coffee and walk,Nice place,0.48468292,0.92788565,0.0,1.0,1.0
41250,41250,"Lovely atmosphere, great food","Amazing Food, Brilliant Serive, Great Atmo...",0.9990083,0.99999946,1.0,1.0,1.0
41251,41251,Nice meal,Visit with voucher,0.96888983,0.9505956,1.0,1.0,1.0
41252,41252,Great place for a business meeting,Nice place for a talk by a drink,0.9990692,0.9770926,1.0,1.0,1.0
41253,41253,,,,,,,
41254,41254,Evening tipple,Great food and service,0.3572326,0.9997319,0.0,1.0,1.0
41255,41255,Also other food available than sushi,Good Sushi Restaurant,0.97150564,0.93711376,1.0,1.0,1.0
41256,41256,,,,,,,
41257,41257,Very good Pizza!,,0.99957055,,1.0,,1.0
41258,41258,Christmas curry with friends,"Good food, good service",0.98758173,0.9971378,1.0,1.0,1.0
41259,41259,Tasty and inexpensive,"Decent sushi, but not a nice looking resta...",0.9959829,0.3209955,1.0,0.0,1.0
41260,41260,Fantastic food supporting refugee integrat...,Excellent food by excellent prople,0.99992734,0.9999634,1.0,1.0,1.0
41261,41261,Nice place for a contemporary dining,EXCELLENT,0.9985526,0.9968779,1.0,1.0,1.0
41262,41262,Good food,Great burger,0.9709294,0.99906015,1.0,1.0,1.0
41263,41263,Cheap beer and chinese,Very Good,0.8640064,0.99850625,1.0,1.0,1.0
41264,41264,Irish Bar with bad food,Bad drinks,0.0049887598,0.010468543,0.0,0.0,0.0
41265,41265,Excellent food,Quick set menus,0.999701,0.905928,1.0,1.0,1.0
41266,41266,,,,,,,
41267,41267,,,,,,,
41268,41268,Omg biggest pizza i ever ate!!!!!!,Huge pizza for very reasonable price,0.9974493,0.9999939,1.0,1.0,1.0
41269,41269,Awesome pizza!!,,0.9997184,,1.0,,1.0
41270,41270,A backstreet gem,,0.99979603,,1.0,,1.0
41271,41271,Dumplings!,Surprisingly good food in a little diner,0.46374708,0.99671215,0.0,1.0,1.0
41272,41272,"Affordable, tasty, homelike",,0.995759,,1.0,,1.0
41273,41273,Nice breakfast,Lovely outdoor cafe in market area,0.8114379,0.960855,1.0,1.0,1.0
41274,41274,Hidden Gem of Locals,Good rustic tavern,0.9999975,0.96526957,1.0,1.0,1.0
41275,41275,Good Menu and Pleasant Atmosphere,"Not cheap , but good food.",0.9997563,0.63512,1.0,1.0,1.0
41276,41276,Great food but poor service - typical Gene...,"Nice meet , expensive but tasty !",0.41988915,0.5562969,0.0,1.0,0.0
41277,41277,Fun!!,Made to feel unwelcome,0.9964111,0.0061019957,1.0,0.0,1.0
41278,41278,,,,,,,
41279,41279,Beyond good value,Authentic Portugese food for low price,0.7847526,0.66184914,1.0,1.0,1.0
41280,41280,Best pizza in Warsaw,A forgettable pub,0.999859,0.0007711053,1.0,0.0,1.0
41281,41281,,,,,,,
41282,41282,Service was terrible,,0.0002745092,,0.0,,0.0
41283,41283,OK Sushi in Simple Surroundings,Crap,0.02442211,0.00034713745,0.0,0.0,0.0
41284,41284,,,,,,,
41285,41285,lovely little shop with homemade and local...,Home from home,0.9999795,0.66744584,1.0,1.0,1.0
41286,41286,Fabulous Indian meal,Lovely Takeaway,0.99915993,0.99871176,1.0,1.0,1.0
41287,41287,Pre Theatre Drinks and Eats,Hen party,0.8384467,0.776561,1.0,1.0,1.0
41288,41288,very tasty food,Great pleasure,0.9996816,0.9999672,1.0,1.0,1.0
41289,41289,Wide selection of (good) food at the cheap...,,0.9885438,,1.0,,1.0
41290,41290,A great change from Bratkartoffelen,Very delicious food. with the possibility...,0.9997672,0.9995014,1.0,1.0,1.0
41291,41291,Superb!,,0.99965584,,1.0,,1.0
41292,41292,A hidden gem,"Best Place For Waffles, Coffee and friends...",0.9999697,0.9999373,1.0,1.0,1.0
41293,41293,"""Best risotto I've ever eaten"", 'Great food - shame about the service",,0.99969625,,1.0,,1.0
41294,41294,Quick drink,Pub to Avoid !!!,0.9785363,0.028048217,1.0,0.0,1.0
41295,41295,,,,,,,
41296,41296,"Large portion, cosy table",Rome in Paris,0.9998479,0.7487105,1.0,1.0,1.0
41297,41297,Nice restaurant in Convention,Good food and service,0.9194119,0.98817444,1.0,1.0,1.0
41298,41298,Authentic and delicious,Khachapuri is amazing..!!!,0.9915548,0.9994928,1.0,1.0,1.0
41299,41299,Good food well presented,Surprisingly good,0.9772067,0.99720776,1.0,1.0,1.0
41300,41300,Great to eat with great view,Good local Austrian food with great over v...,0.9980202,0.9994776,1.0,1.0,1.0
41301,41301,Really want to keep this eat to myself...,One of the best Reuben sandwiches I have e...,0.083477914,0.99999785,0.0,1.0,1.0
41302,41302,"""Don't go there!"", ""Don't miss it!""",,0.6768893,,1.0,,1.0
41303,41303,Very Very Tasty Chicken,Fried chicken,0.998072,0.615626,1.0,1.0,1.0
41304,41304,Beer!,My birthday,0.62184876,0.7535057,1.0,1.0,1.0
41305,41305,Super!,A Great Find,0.7742717,0.9957769,1.0,1.0,1.0
41306,41306,Perfect Restaurant if you are staying at t...,Tasty cuicin,0.93698263,0.95927614,1.0,1.0,1.0
41307,41307,Expensive but good portion size,Convinient location and reasonable food,0.4986711,0.9800213,0.0,1.0,1.0
41308,41308,Surprisingly good,brill bar/restaraunt,0.99720776,0.36740223,1.0,0.0,1.0
41309,41309,,,,,,,
41310,41310,Great cosy french restaurant,Based on many recommendations … .. . a ver...,0.99995756,0.6332195,1.0,1.0,1.0
41311,41311,,,,,,,
41312,41312,Wholesome Dutch food served with a wide wa...,Worth a visit,0.86349803,0.9571283,1.0,1.0,1.0
41313,41313,Used to be a Wimpy,Oops,0.040213883,0.88983977,0.0,1.0,0.0
41314,41314,Attention!,,0.6339242,,1.0,,1.0
41315,41315,Great place for delishious breakfast early...,,0.99998736,,1.0,,1.0
41316,41316,"Good, big portions, slow delivery",,0.5607426,,1.0,,1.0
41317,41317,,,,,,,
41318,41318,A decent spot to relax and drink on the be...,Cheap drinks amazing view,0.98517096,0.99989545,1.0,1.0,1.0
41319,41319,,,,,,,
41320,41320,,,,,,,
41321,41321,,,,,,,
41322,41322,Nice but pretentious,Hop in - hop out,0.14945582,0.7038725,0.0,1.0,0.0
41323,41323,All you can eat with a great variaty and h...,Decent food for this price in the centre o...,0.9875653,0.7168589,1.0,1.0,1.0
41324,41324,,,,,,,
41325,41325,"Not bad, better than Zizzi & Carluccio!",Well priced good food,0.3463782,0.99919105,0.0,1.0,1.0
41326,41326,Friendly breakfast stop,Wonderful Pastries!,0.9995676,0.99996465,1.0,1.0,1.0
41327,41327,Deligious !!!,Cocktails!!,0.3836408,0.61418694,0.0,1.0,0.0
41328,41328,Great Food but Expensive,Great food,0.7035678,0.9993328,1.0,1.0,1.0
41329,41329,Real Catalonian food...,Very nice night,0.98567903,0.99485165,1.0,1.0,1.0
41330,41330,Great meeting place.,Dutch hospitality,0.9897249,0.9547523,1.0,1.0,1.0
41331,41331,,,,,,,
41332,41332,Locals = Great,A true Parisian Café,0.9644016,0.98543453,1.0,1.0,1.0
41333,41333,Friends night out,Great pizza and great service!,0.57174444,0.99997866,1.0,1.0,1.0
41334,41334,Better than normal and worse than very goo...,"Fantastic place, great food.",0.6743628,0.9999949,1.0,1.0,1.0
41335,41335,,,,,,,
41336,41336,Eclectic and Good,Delicious burger rossini,0.99829656,0.9997213,1.0,1.0,1.0
41337,41337,An excellent restaurant tucked away in Jon...,,0.9999994,,1.0,,1.0
41338,41338,"Great value, great for everyone",Beer and board games,0.99980813,0.95964813,1.0,1.0,1.0
41339,41339,Really nice lunch,Amazing meal,0.9824246,0.9999219,1.0,1.0,1.0
41340,41340,,,,,,,
41341,41341,"Best in London! Best food, best guys!",The Golden Chippy at Greenwich,0.99999666,0.78080344,1.0,1.0,1.0
41342,41342,Dim not to get Sum,Delicious and reasonably priced,0.20796597,0.99995136,0.0,1.0,1.0
